gyroADC_X,gyroADC_Y,gyroADC_Z,accADC_X,accADC_Y,accADC_Z,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,roll_IMU,pitch_IMU,yaw_IMU,roll_PID,pitch_PID,yaw_PID
0,1,2,-12,-4,4086,0.01,0.03,0.03,-0.12,-0.04,40.86,-0.05,0.18,-117.98,0.03,-0.14,10.49
0,2,2,-3,10,4100,0.01,0.04,0.04,-0.03,0.10,41.00,-0.04,0.16,-117.98,0.02,-0.16,10.49
-1,0,2,-15,-1,4108,0.00,0.04,0.05,-0.15,-0.01,41.08,-0.03,0.18,-117.98,0.04,-0.13,10.50
0,1,1,-13,-4,4093,0.00,0.04,0.05,-0.13,-0.04,40.93,-0.05,0.18,-117.98,0.03,-0.15,10.59
0,1,2,-5,-5,4080,0.00,0.04,0.06,-0.05,-0.05,40.80,-0.05,0.16,-117.98,0.03,-0.14,10.51
0,0,0,-8,-13,4085,0.00,0.04,0.05,-0.08,-0.13,40.85,-0.07,0.16,-117.98,0.04,-0.11,10.67
-1,1,1,-14,-14,4099,-0.00,0.04,0.05,-0.14,-0.14,40.99,-0.08,0.16,-117.98,0.08,-0.14,10.59
1,0,0,-6,-10,4105,0.00,0.04,0.05,-0.06,-0.10,41.05,-0.09,0.15,-117.98,0.04,-0.11,10.67
0,-1,-1,-12,-6,4101,0.00,0.03,0.04,-0.12,-0.06,41.01,-0.09,0.16,-117.98,0.06,-0.10,10.74
0,-1,-1,-13,8,4100,0.00,0.02,0.03,-0.13,0.08,41.00,-0.07,0.17,-117.98,0.04,-0.09,10.73
1,0,-1,-4,3,4097,0.01,0.02,0.02,-0.04,0.03,40.97,-0.05,0.15,-117.98,0.01,-0.11,10.72
1,0,0,0,3,4094,0.01,0.01,0.02,0.00,0.03,40.94,-0.04,0.14,-117.98,0.01,-0.09,10.64
1,0,0,-9,-3,4084,0.02,0.01,0.02,-0.09,-0.03,40.84,-0.04,0.12,-117.98,0.00,-0.08,10.63
0,-1,0,-7,-11,4094,0.02,0.00,0.01,-0.07,-0.11,40.94,-0.06,0.12,-117.98,0.03,-0.06,10.63
2,-2,0,-17,-3,4090,0.03,-0.01,0.01,-0.17,-0.03,40.90,-0.06,0.13,-117.98,-0.01,-0.05,10.63
1,-1,1,-17,-2,4093,0.03,-0.01,0.02,-0.17,-0.02,40.93,-0.05,0.15,-117.98,0.01,-0.08,10.55
1,-2,0,0,-4,4098,0.03,-0.02,0.02,0.00,-0.04,40.98,-0.05,0.13,-117.98,0.00,-0.04,10.63
1,-1,0,-10,4,4099,0.04,-0.03,0.01,-0.10,0.04,40.99,-0.03,0.13,-117.98,-0.01,-0.06,10.63
1,-1,0,-15,3,4100,0.04,-0.03,0.01,-0.15,0.03,41.00,-0.02,0.15,-117.98,-0.02,-0.07,10.63
1,-1,1,-8,1,4093,0.04,-0.03,0.02,-0.08,0.01,40.93,-0.01,0.13,-117.98,-0.03,-0.06,10.55
1,-1,0,4,0,4099,0.04,-0.04,0.02,0.04,0.00,40.99,-0.01,0.12,-117.98,-0.03,-0.05,10.63
