gyroADC_X,gyroADC_Y,gyroADC_Z,accADC_X,accADC_Y,accADC_Z,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,roll_IMU,pitch_IMU,yaw_IMU,roll_PID,pitch_PID,yaw_PID
-4,-2,-13,-98,-269,4005,-0.09,-0.38,-0.75,-0.98,-2.69,40.05,-4.79,-0.16,65.11,3.27,0.25,-11.17
4,-3,-43,-3,-340,3946,-0.06,-0.36,-0.94,-0.03,-3.40,39.46,-4.80,-0.15,65.12,3.10,0.26,-8.76
1,-2,-13,-22,-381,3919,-0.05,-0.34,-0.92,-0.22,-3.81,39.19,-4.81,-0.14,65.12,3.17,0.22,-11.29
3,1,-3,-25,-408,3930,-0.02,-0.30,-0.85,-0.25,-4.08,39.30,-4.83,-0.13,65.12,3.13,0.15,-12.09
-1,0,23,-97,-369,3899,-0.03,-0.27,-0.63,-0.97,-3.69,38.99,-4.84,-0.12,65.13,3.22,0.15,-14.13
-2,-1,15,-103,-358,3967,-0.04,-0.25,-0.47,-1.03,-3.58,39.67,-4.84,-0.10,65.13,3.25,0.15,-13.34
-1,-4,1,-79,-350,3905,-0.04,-0.25,-0.42,-0.79,-3.50,39.05,-4.85,-0.08,65.13,3.23,0.20,-12.11
-1,-3,8,-50,-292,3902,-0.04,-0.24,-0.33,-0.50,-2.92,39.02,-4.84,-0.07,65.13,3.22,0.17,-12.64
-1,-4,9,-51,-266,3914,-0.04,-0.24,-0.24,-0.51,-2.66,39.14,-4.82,-0.06,65.13,3.21,0.19,-12.66
1,-2,9,-13,-324,3918,-0.03,-0.23,-0.16,-0.13,-3.24,39.18,-4.81,-0.04,65.13,3.17,0.13,-12.60
2,-2,15,8,-336,3931,-0.02,-0.22,-0.05,0.08,-3.36,39.31,-4.83,-0.06,65.13,3.15,0.14,-13.03
-5,-6,45,35,-371,3866,-0.05,-0.23,0.23,0.35,-3.71,38.66,-4.84,-0.07,65.13,3.31,0.23,-15.37
-1,1,54,-5,-369,3908,-0.05,-0.20,0.53,-0.05,-3.69,39.08,-4.86,-0.06,65.13,3.24,0.08,-15.91
-3,0,58,3,-349,3893,-0.06,-0.18,0.83,0.03,-3.49,38.93,-4.88,-0.06,65.13,3.30,0.09,-16.03
-7,-4,54,-70,-259,3917,-0.10,-0.19,1.08,-0.70,-2.59,39.17,-4.87,-0.05,65.12,3.38,0.17,-15.51
-3,-11,12,13,-294,3904,-0.11,-0.24,1.05,0.13,-2.94,39.04,-4.85,-0.06,65.12,3.29,0.33,-11.98
-4,-13,13,-1,-292,3920,-0.12,-0.29,1.02,-0.01,-2.92,39.20,-4.83,-0.05,65.11,3.30,0.38,-12.08
-1,-10,27,-69,-339,3932,-0.11,-0.32,1.08,-0.69,-3.39,39.32,-4.83,-0.04,65.11,3.24,0.32,-13.22
-2,-8,25,-100,-343,3941,-0.12,-0.34,1.13,-1.00,-3.43,39.41,-4.84,-0.02,65.10,3.26,0.27,-13.02
-2,3,9,-51,-354,3943,-0.12,-0.29,1.07,-0.51,-3.54,39.43,-4.84,-0.00,65.10,3.27,0.02,-11.70
-2,4,7,-35,-340,3903,-0.12,-0.24,1.00,-0.35,-3.40,39.03,-4.85,0.01,65.10,3.27,-0.03,-11.58
0,7,7,-14,-342,3926,-0.10,-0.17,0.95,-0.14,-3.42,39.26,-4.86,0.03,65.09,3.24,-0.11,-11.62
0,5,10,-20,-337,3932,-0.09,-0.12,0.91,-0.20,-3.37,39.32,-4.86,0.05,65.09,3.23,-0.10,-11.90
-2,-8,11,-1,-335,3941,-0.10,-0.16,0.89,-0.01,-3.35,39.41,-4.86,0.03,65.09,3.28,0.19,-12.00
-1,-16,11,-6,-334,3942,-0.09,-0.24,0.87,-0.06,-3.34,39.42,-4.86,0.04,65.08,3.25,0.36,-12.01
2,-24,32,-15,-378,3919,-0.07,-0.36,0.98,-0.15,-3.78,39.19,-4.87,0.05,65.08,3.20,0.56,-13.71
6,-27,46,-30,-351,3927,-0.03,-0.49,1.16,-0.30,-3.51,39.27,-4.88,0.06,65.07,3.11,0.64,-14.77
3,-30,57,-5,-343,3903,-0.01,-0.62,1.39,-0.05,-3.43,39.03,-4.90,0.06,65.07,3.18,0.74,-15.53
1,-26,61,0,-333,3904,-0.00,-0.72,1.62,0.00,-3.33,39.04,-4.89,0.04,65.06,3.21,0.70,-15.70
-2,-10,66,24,-291,3919,-0.01,-0.71,1.86,0.24,-2.91,39.19,-4.88,0.03,65.05,3.26,0.38,-15.94
-1,-11,65,13,-290,3950,-0.02,-0.71,2.07,0.13,-2.90,39.50,-4.86,0.02,65.04,3.23,0.40,-15.70
3,-14,51,-17,-318,3929,0.00,-0.72,2.18,-0.17,-3.18,39.29,-4.85,0.03,65.04,3.14,0.46,-14.44
4,-12,52,-27,-320,3926,0.03,-0.72,2.28,-0.27,-3.20,39.26,-4.84,0.05,65.03,3.11,0.41,-14.45
2,-15,63,-33,-335,3929,0.04,-0.74,2.43,-0.33,-3.35,39.29,-4.84,0.06,65.02,3.14,0.46,-15.27
3,-14,65,-27,-342,3903,0.05,-0.75,2.59,-0.27,-3.42,39.03,-4.85,0.08,65.01,3.13,0.44,-15.32
-3,3,43,63,-333,3922,0.03,-0.66,2.59,0.63,-3.33,39.22,-4.85,0.06,65.00,3.25,0.08,-13.45
0,13,25,39,-317,3918,0.02,-0.51,2.48,0.39,-3.17,39.18,-4.84,0.04,64.99,3.19,-0.15,-12.00
-2,6,18,24,-311,3885,0.01,-0.43,2.35,0.24,-3.11,38.85,-4.83,0.02,64.98,3.23,-0.02,-11.51
-2,7,18,25,-319,3893,-0.00,-0.34,2.22,0.25,-3.19,38.93,-4.83,0.01,64.97,3.23,-0.05,-11.60
-11,14,29,74,-300,3950,-0.07,-0.22,2.18,0.74,-3.00,39.50,-4.82,-0.01,64.96,3.42,-0.22,-12.56
-2,13,36,87,-290,3901,-0.08,-0.12,2.18,0.87,-2.90,39.01,-4.81,-0.03,64.95,3.24,-0.21,-13.15
-1,-4,65,86,-348,3955,-0.07,-0.13,2.36,0.86,-3.48,39.55,-4.81,-0.05,64.94,3.22,0.15,-15.48
-1,-5,66,10,-309,3903,-0.07,-0.15,2.52,0.10,-3.09,39.03,-4.80,-0.05,64.93,3.21,0.18,-15.44
