gyroADC_X,gyroADC_Y,gyroADC_Z,accADC_X,accADC_Y,accADC_Z,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,roll_IMU,pitch_IMU,yaw_IMU,roll_PID,pitch_PID,yaw_PID
3,5,-29,-4,-243,3930,0.01,0.13,-4.90,-0.04,-2.43,39.30,-4.08,-0.81,73.35,2.62,0.40,-5.42
0,6,-85,-50,-331,3901,0.01,0.16,-4.93,-0.50,-3.31,39.01,-4.08,-0.79,73.37,2.69,0.36,-4.94
-5,2,-60,-65,-418,3902,-0.02,0.15,-4.80,-0.65,-4.18,39.02,-4.10,-0.78,73.39,2.81,0.43,-5.18
-6,3,-52,-82,-442,3927,-0.05,0.16,-4.64,-0.82,-4.42,39.27,-4.11,-0.77,73.41,2.85,0.41,-5.28
-11,-8,-15,-41,-465,3919,-0.11,0.09,-4.27,-0.41,-4.65,39.19,-4.13,-0.76,73.43,2.98,0.64,-5.67
-9,-11,-7,-99,-454,3938,-0.16,0.02,-3.88,-0.99,-4.54,39.38,-4.14,-0.75,73.44,2.96,0.72,-5.81
2,-5,-15,-73,-327,3911,-0.13,-0.02,-3.59,-0.73,-3.27,39.11,-4.15,-0.74,73.45,2.73,0.59,-5.80
2,-4,-12,-54,-328,3926,-0.11,-0.04,-3.30,-0.54,-3.28,39.26,-4.16,-0.72,73.47,2.73,0.57,-5.88
0,-2,-9,-31,-336,3923,-0.09,-0.05,-3.03,-0.31,-3.36,39.23,-4.17,-0.71,73.48,2.77,0.52,-5.96
-3,-3,-6,-34,-332,3932,-0.10,-0.06,-2.76,-0.34,-3.32,39.32,-4.17,-0.69,73.49,2.84,0.53,-6.04
-5,-4,-4,-12,-326,3931,-0.12,-0.08,-2.51,-0.12,-3.26,39.31,-4.18,-0.68,73.50,2.90,0.55,-6.10
-8,-6,-3,-7,-325,3927,-0.16,-0.11,-2.28,-0.07,-3.25,39.27,-4.20,-0.66,73.51,2.98,0.59,-6.16
-5,-8,0,-31,-341,3930,-0.17,-0.15,-2.05,-0.31,-3.41,39.30,-4.21,-0.65,73.52,2.93,0.63,-6.23
-4,-9,0,-61,-347,3927,-0.18,-0.19,-1.84,-0.61,-3.47,39.27,-4.22,-0.63,73.52,2.91,0.65,-6.26
-3,-6,-2,-34,-323,3918,-0.18,-0.20,-1.67,-0.34,-3.23,39.18,-4.22,-0.62,73.53,2.90,0.59,-6.28
-1,-7,-2,-44,-339,3920,-0.17,-0.23,-1.52,-0.44,-3.39,39.20,-4.23,-0.60,73.54,2.86,0.60,-6.31
-1,-8,-15,-26,-294,3931,-0.16,-0.25,-1.46,-0.26,-2.94,39.31,-4.24,-0.59,73.54,2.86,0.62,-6.21
0,-7,-19,-31,-298,3922,-0.14,-0.27,-1.43,-0.31,-2.98,39.22,-4.24,-0.57,73.55,2.84,0.59,-6.19
-2,-8,-27,-15,-319,3945,-0.14,-0.29,-1.45,-0.15,-3.19,39.45,-4.25,-0.56,73.55,2.88,0.61,-6.11
-1,-7,-27,-28,-336,3951,-0.13,-0.31,-1.47,-0.28,-3.36,39.51,-4.26,-0.54,73.56,2.87,0.58,-6.11
-1,-9,-25,-22,-325,3927,-0.13,-0.33,-1.47,-0.22,-3.25,39.27,-4.27,-0.53,73.57,2.87,0.62,-6.13
-4,-6,-26,25,-285,3932,-0.14,-0.33,-1.49,0.25,-2.85,39.32,-4.26,-0.52,73.57,2.93,0.55,-6.12
-6,2,-27,-21,-290,3886,-0.16,-0.29,-1.50,-0.21,-2.90,38.86,-4.26,-0.50,73.58,2.97,0.37,-6.11
-5,-1,-18,-1,-237,3925,-0.17,-0.27,-1.46,-0.01,-2.37,39.25,-4.24,-0.49,73.58,2.95,0.42,-6.19
-1,2,-7,-7,-279,3926,-0.16,-0.23,-1.36,-0.07,-2.79,39.26,-4.24,-0.47,73.59,2.86,0.33,-6.30
0,2,-4,-10,-291,3928,-0.15,-0.19,-1.25,-0.10,-2.91,39.28,-4.24,-0.46,73.59,2.84,0.31,-6.35
4,1,-7,-6,-311,3914,-0.11,-0.17,-1.16,-0.06,-3.11,39.14,-4.25,-0.44,73.60,2.75,0.32,-6.34
4,-1,-9,-12,-316,3916,-0.07,-0.16,-1.10,-0.12,-3.16,39.16,-4.26,-0.43,73.60,2.75,0.34,-6.34
2,-1,-8,-18,-316,3924,-0.05,-0.15,-1.04,-0.18,-3.16,39.24,-4.26,-0.41,73.61,2.79,0.33,-6.36
1,-1,-7,-10,-313,3918,-0.04,-0.14,-0.98,-0.10,-3.13,39.18,-4.27,-0.40,73.61,2.81,0.32,-6.38
-1,2,-8,-9,-318,3926,-0.04,-0.11,-0.93,-0.09,-3.18,39.26,-4.28,-0.38,73.61,2.86,0.24,-6.38
-1,2,-6,-13,-323,3909,-0.05,-0.09,-0.87,-0.13,-3.23,39.09,-4.30,-0.37,73.62,2.87,0.23,-6.41
-4,0,-4,-13,-319,3925,-0.07,-0.08,-0.81,-0.13,-3.19,39.25,-4.31,-0.35,73.62,2.94,0.25,-6.44
-3,0,-3,-10,-300,3906,-0.08,-0.07,-0.75,-0.10,-3.00,39.06,-4.31,-0.34,73.62,2.93,0.24,-6.46
0,-1,-6,-18,-309,3938,-0.07,-0.07,-0.71,-0.18,-3.09,39.38,-4.31,-0.32,73.63,2.87,0.25,-6.44
0,-2,-7,-41,-292,3906,-0.06,-0.08,-0.68,-0.41,-2.92,39.06,-4.31,-0.30,73.63,2.86,0.26,-6.44
9,3,-36,-171,-345,3895,-0.00,-0.05,-0.83,-1.71,-3.45,38.95,-4.32,-0.28,73.63,2.67,0.14,-6.16
-7,5,-63,-103,-342,3914,-0.04,-0.01,-1.13,-1.03,-3.42,39.14,-4.33,-0.27,73.64,3.01,0.08,-5.88
8,0,-50,27,-435,3900,0.01,-0.01,-1.33,0.27,-4.35,39.00,-4.34,-0.27,73.64,2.70,0.18,-5.95
2,-6,-41,-7,-398,3916,0.02,-0.05,-1.44,-0.07,-3.98,39.16,-4.36,-0.26,73.65,2.83,0.31,-6.01
-3,-7,-39,3,-347,3938,0.00,-0.09,-1.54,0.03,-3.47,39.38,-4.38,-0.26,73.65,2.95,0.34,-6.00
2,-9,-37,-57,-350,3926,0.01,-0.13,-1.61,-0.57,-3.50,39.26,-4.39,-0.24,73.66,2.85,0.38,-6.01
1,7,-48,16,-307,3976,0.02,-0.08,-1.74,0.16,-3.07,39.76,-4.40,-0.24,73.67,2.88,0.03,-5.89
6,9,-27,-19,-395,3914,0.05,-0.01,-1.73,-0.19,-3.95,39.14,-4.42,-0.23,73.67,2.78,-0.03,-6.07
11,10,-5,-70,-399,3967,0.11,0.05,-1.59,-0.70,-3.99,39.67,-4.43,-0.22,73.68,2.67,-0.07,-6.29
8,5,7,-73,-423,3924,0.15,0.07,-1.39,-0.73,-4.23,39.24,-4.45,-0.21,73.68,2.73,0.02,-6.43
-3,11,9,23,-240,3911,0.12,0.13,-1.19,0.23,-2.40,39.11,-4.43,-0.21,73.69,2.95,-0.12,-6.48
