gyroADC_X,gyroADC_Y,gyroADC_Z,accADC_X,accADC_Y,accADC_Z,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,roll_IMU,pitch_IMU,yaw_IMU,roll_PID,pitch_PID,yaw_PID
0,4,-11,46,57,4111,-0.09,0.19,-0.59,0.46,0.57,41.11,0.70,-0.49,81.20,-0.43,0.19,-2.21
1,1,-13,39,49,4122,-0.08,0.18,-0.61,0.39,0.49,41.22,0.69,-0.50,81.20,-0.46,0.26,-2.01
3,2,-13,48,43,4123,-0.05,0.17,-0.63,0.48,0.43,41.23,0.68,-0.52,81.20,-0.50,0.25,-2.04
4,2,-15,48,46,4115,-0.02,0.17,-0.66,0.48,0.46,41.15,0.68,-0.54,81.21,-0.52,0.27,-1.86
2,0,-14,40,50,4116,-0.01,0.15,-0.68,0.40,0.50,41.16,0.69,-0.55,81.21,-0.49,0.32,-2.01
2,0,-13,35,52,4108,0.00,0.14,-0.69,0.35,0.52,41.08,0.70,-0.53,81.21,-0.50,0.31,-2.15
1,2,-14,28,58,4123,0.01,0.13,-0.70,0.28,0.58,41.23,0.71,-0.52,81.22,-0.49,0.26,-2.07
1,3,-14,26,58,4122,0.02,0.14,-0.72,0.26,0.58,41.22,0.72,-0.50,81.22,-0.50,0.23,-2.09
-2,1,-14,26,47,4099,0.00,0.13,-0.73,0.26,0.47,40.99,0.71,-0.48,81.22,-0.43,0.26,-2.12
-2,1,-14,31,46,4099,-0.01,0.12,-0.74,0.31,0.46,40.99,0.70,-0.47,81.22,-0.42,0.26,-2.14
-1,-1,-11,36,36,4110,-0.02,0.11,-0.74,0.36,0.36,41.10,0.68,-0.47,81.23,-0.42,0.30,-2.48
-2,-1,-11,31,35,4114,-0.03,0.09,-0.73,0.31,0.35,41.14,0.66,-0.47,81.23,-0.39,0.31,-2.47
-1,1,-11,44,46,4124,-0.03,0.09,-0.72,0.44,0.46,41.24,0.66,-0.49,81.23,-0.41,0.28,-2.46
-1,0,-11,41,59,4118,-0.03,0.08,-0.72,0.41,0.59,41.18,0.67,-0.50,81.24,-0.42,0.31,-2.45
-1,1,-12,37,53,4121,-0.04,0.08,-0.72,0.37,0.53,41.21,0.69,-0.50,81.24,-0.43,0.29,-2.34
-1,1,-12,35,51,4118,-0.04,0.07,-0.72,0.35,0.51,41.18,0.71,-0.49,81.24,-0.44,0.28,-2.34
-2,0,-13,39,47,4113,-0.05,0.07,-0.73,0.39,0.47,41.13,0.69,-0.50,81.24,-0.40,0.31,-2.23
-3,1,-13,33,56,4116,-0.06,0.07,-0.74,0.33,0.56,41.16,0.71,-0.49,81.25,-0.39,0.29,-2.24
