gyroADC_X,gyroADC_Y,gyroADC_Z,accADC_X,accADC_Y,accADC_Z,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,roll_IMU,pitch_IMU,yaw_IMU,roll_PID,pitch_PID,yaw_PID
1,-3,2,-63,-380,3873,-0.07,-0.07,0.23,-0.63,-3.80,38.73,-5.19,0.53,56.78,3.42,-0.27,-5.03
-4,11,69,-53,-494,3790,-0.09,0.01,0.63,-0.53,-4.94,37.90,-5.21,0.53,56.78,3.54,-0.58,-10.29
9,0,107,-50,-368,3832,-0.03,0.01,1.22,-0.50,-3.68,38.32,-5.22,0.55,56.78,3.27,-0.36,-12.88
4,-3,103,-82,-313,4015,0.00,-0.01,1.73,-0.82,-3.13,40.15,-5.21,0.56,56.77,3.36,-0.30,-12.01
3,-6,64,8,-238,3946,0.02,-0.05,1.94,0.08,-2.38,39.46,-5.19,0.55,56.76,3.36,-0.23,-8.47
5,-7,59,-17,-306,3877,0.05,-0.09,2.11,-0.17,-3.06,38.77,-5.17,0.55,56.75,3.30,-0.19,-7.87
4,-10,75,-25,-364,3885,0.07,-0.14,2.36,-0.25,-3.64,38.85,-5.19,0.53,56.74,3.32,-0.11,-8.97
1,-9,81,-54,-349,3872,0.07,-0.18,2.61,-0.54,-3.49,38.72,-5.18,0.55,56.73,3.38,-0.13,-9.20
-2,-2,50,-64,-311,3870,0.05,-0.17,2.66,-0.64,-3.11,38.70,-5.17,0.56,56.72,3.44,-0.28,-6.53
-1,-3,37,-51,-326,3908,0.04,-0.17,2.62,-0.51,-3.26,39.08,-5.15,0.57,56.71,3.41,-0.27,-5.47
0,4,27,-40,-343,3934,0.03,-0.13,2.52,-0.40,-3.43,39.34,-5.13,0.57,56.70,3.38,-0.42,-4.72
1,4,20,-35,-329,3921,0.04,-0.10,2.39,-0.35,-3.29,39.21,-5.11,0.57,56.69,3.35,-0.43,-4.27
2,5,6,-29,-349,3930,0.04,-0.06,2.19,-0.29,-3.49,39.30,-5.11,0.55,56.68,3.32,-0.45,-3.29
-1,0,0,-22,-358,3915,0.03,-0.05,1.97,-0.22,-3.58,39.15,-5.12,0.53,56.67,3.39,-0.34,-3.02
-2,-1,0,-22,-355,3901,0.02,-0.05,1.77,-0.22,-3.55,39.01,-5.12,0.52,56.67,3.42,-0.31,-3.22
-5,-3,-4,-47,-357,3906,-0.01,-0.06,1.57,-0.47,-3.57,39.06,-5.13,0.53,56.66,3.49,-0.27,-3.10
-3,-4,-4,-60,-387,3900,-0.03,-0.08,1.39,-0.60,-3.87,39.00,-5.15,0.54,56.66,3.47,-0.26,-3.29
-7,-7,5,-36,-343,3916,-0.07,-0.12,1.28,-0.36,-3.43,39.16,-5.13,0.54,56.65,3.55,-0.18,-4.17
0,-4,4,-16,-350,3941,-0.06,-0.13,1.18,-0.16,-3.50,39.41,-5.13,0.52,56.65,3.40,-0.23,-4.19
-2,-3,2,-30,-329,3928,-0.07,-0.13,1.07,-0.30,-3.29,39.28,-5.11,0.52,56.64,3.43,-0.24,-4.13
-1,-1,0,-31,-334,3920,-0.07,-0.13,0.96,-0.31,-3.34,39.20,-5.09,0.51,56.64,3.40,-0.28,-4.08
-1,-2,-5,-31,-368,3889,-0.07,-0.13,0.84,-0.31,-3.68,38.89,-5.11,0.51,56.63,3.41,-0.26,-3.79
6,3,1,-25,-461,3955,-0.02,-0.10,0.76,-0.25,-4.61,39.55,-5.13,0.51,56.63,3.27,-0.37,-4.38
3,13,73,-101,-516,3893,-0.00,-0.01,1.13,-1.01,-5.16,38.93,-5.15,0.52,56.63,3.34,-0.60,-10.09
0,5,88,-79,-450,3952,-0.00,0.02,1.55,-0.79,-4.50,39.52,-5.16,0.52,56.62,3.41,-0.45,-10.91
-4,5,84,-16,-216,3932,-0.03,0.05,1.91,-0.16,-2.16,39.32,-5.15,0.52,56.61,3.48,-0.46,-10.19
-2,3,61,-8,-181,3888,-0.04,0.07,2.09,-0.08,-1.81,38.88,-5.13,0.52,56.60,3.43,-0.42,-8.05
-2,0,8,-33,-315,3914,-0.05,0.06,1.93,-0.33,-3.15,39.14,-5.11,0.52,56.60,3.42,-0.36,-3.73
-2,0,7,-27,-312,3904,-0.05,0.05,1.78,-0.27,-3.12,39.04,-5.09,0.52,56.59,3.42,-0.36,-3.80
-1,1,3,-27,-340,3917,-0.05,0.05,1.62,-0.27,-3.40,39.17,-5.08,0.50,56.58,3.39,-0.37,-3.63
1,-1,1,-29,-338,3907,-0.04,0.04,1.46,-0.29,-3.38,39.07,-5.06,0.50,56.58,3.33,-0.32,-3.63
3,1,1,-35,-357,3915,-0.02,0.04,1.32,-0.35,-3.57,39.15,-5.08,0.50,56.57,3.30,-0.36,-3.77
3,2,2,-38,-365,3911,0.00,0.05,1.20,-0.38,-3.65,39.11,-5.10,0.50,56.57,3.30,-0.39,-3.99
0,-1,0,-44,-363,3899,0.00,0.04,1.08,-0.44,-3.63,38.99,-5.11,0.51,56.56,3.38,-0.33,-3.94
-1,-2,0,-45,-358,3905,-0.01,0.02,0.98,-0.45,-3.58,39.05,-5.13,0.53,56.56,3.41,-0.31,-4.06
-3,-4,-1,-35,-348,3901,-0.02,-0.00,0.87,-0.35,-3.48,39.01,-5.11,0.52,56.55,3.44,-0.26,-4.08
-2,-4,-1,-36,-349,3912,-0.03,-0.03,0.78,-0.36,-3.49,39.12,-5.09,0.53,56.55,3.41,-0.26,-4.18
0,0,4,-14,-382,3938,-0.03,-0.02,0.73,-0.14,-3.82,39.38,-5.11,0.52,56.55,3.38,-0.33,-4.66
-2,-3,10,-30,-382,3914,-0.04,-0.04,0.71,-0.30,-3.82,39.14,-5.13,0.51,56.55,3.44,-0.27,-5.18
-5,-2,11,-51,-326,3901,-0.07,-0.05,0.71,-0.51,-3.26,39.01,-5.11,0.52,56.54,3.49,-0.29,-5.27
-3,-2,5,-51,-338,3903,-0.08,-0.06,0.67,-0.51,-3.38,39.03,-5.10,0.54,56.54,3.45,-0.30,-4.80
0,-1,-1,-46,-357,3906,-0.07,-0.06,0.60,-0.46,-3.57,39.06,-5.11,0.55,56.54,3.39,-0.33,-4.37
