gyroADC_X,gyroADC_Y,gyroADC_Z,accADC_X,accADC_Y,accADC_Z,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,roll_IMU,pitch_IMU,yaw_IMU,roll_PID,pitch_PID,yaw_PID
34,3,-444,-182,-363,4001,-0.92,-1.68,-29.97,-1.82,-3.63,40.01,-4.03,-2.22,64.12,2.22,1.86,3.72
25,-3,-516,-83,-247,3990,-0.67,-1.53,-30.12,-0.83,-2.47,39.90,-4.02,-2.22,64.24,2.33,1.94,4.35
-5,-26,-561,-65,-119,3869,-0.63,-1.53,-30.53,-0.65,-1.19,38.69,-4.01,-2.21,64.36,2.92,2.41,4.80
-15,-34,-564,7,-140,3871,-0.66,-1.59,-30.92,0.07,-1.40,38.71,-4.00,-2.22,64.48,3.12,2.59,4.88
-8,-25,-566,-38,-180,3931,-0.65,-1.58,-31.28,-0.38,-1.80,39.31,-3.99,-2.22,64.61,2.97,2.40,4.96
-15,-31,-575,43,-183,3856,-0.67,-1.61,-31.66,0.43,-1.83,38.56,-3.97,-2.22,64.73,3.11,2.53,5.10
52,2,-558,-103,-256,3727,-0.29,-1.44,-31.90,-1.03,-2.56,37.27,-3.97,-2.21,64.86,1.64,1.81,4.99
15,9,-531,-88,-256,3680,-0.17,-1.24,-31.95,-0.88,-2.56,36.80,-3.96,-2.21,64.99,2.36,1.61,4.76
-17,-16,-463,121,-282,3881,-0.25,-1.21,-31.58,1.21,-2.82,38.81,-3.97,-2.20,65.11,3.03,2.11,4.10
14,12,-450,65,-414,4033,-0.14,-1.02,-31.16,0.65,-4.14,40.33,-3.98,-2.21,65.24,2.38,1.49,3.90
21,6,-368,-3,-518,3887,-0.00,-0.88,-30.29,-0.03,-5.18,38.87,-3.99,-2.21,65.36,2.21,1.58,3.02
14,2,-341,-31,-537,3891,0.08,-0.78,-29.34,-0.31,-5.37,38.91,-4.00,-2.21,65.47,2.33,1.63,2.60
8,5,-283,-49,-545,3875,0.12,-0.67,-28.14,-0.49,-5.45,38.75,-4.01,-2.21,65.58,2.45,1.54,1.87
19,10,-189,-47,-527,3870,0.23,-0.54,-26.47,-0.47,-5.27,38.70,-4.02,-2.21,65.69,2.20,1.40,0.75
14,12,-160,-40,-496,3894,0.29,-0.42,-24.80,-0.40,-4.96,38.94,-4.03,-2.20,65.79,2.30,1.32,0.17
13,13,-119,2,-369,3940,0.34,-0.30,-23.05,0.02,-3.69,39.40,-4.03,-2.20,65.88,2.30,1.27,-0.52
8,11,-129,22,-325,3923,0.36,-0.20,-21.53,0.22,-3.25,39.23,-4.04,-2.19,65.97,2.40,1.27,-0.73
-4,-5,-208,57,-180,3860,0.30,-0.21,-20.65,0.57,-1.80,38.60,-4.02,-2.18,66.05,2.65,1.60,-0.24
1,-4,-228,34,-218,3893,0.27,-0.21,-19.97,0.34,-2.18,38.93,-4.01,-2.17,66.13,2.55,1.57,-0.20
5,-10,-269,28,-137,3930,0.28,-0.25,-19.62,0.28,-1.37,39.30,-3.99,-2.16,66.21,2.46,1.70,0.07
-2,-16,-288,12,-171,3919,0.24,-0.32,-19.41,0.12,-1.71,39.19,-3.97,-2.16,66.28,2.60,1.84,0.18
16,-3,-300,-68,-245,3902,0.31,-0.31,-19.30,-0.68,-2.45,39.02,-3.97,-2.15,66.36,2.21,1.56,0.26
57,40,-282,-109,-397,3936,0.63,-0.04,-19.09,-1.09,-3.97,39.36,-3.97,-2.13,66.44,1.29,0.60,0.06
9,2,-252,-7,-470,3895,0.62,-0.02,-18.72,-0.07,-4.70,38.95,-3.98,-2.13,66.51,2.27,1.37,-0.27
13,9,-240,-30,-415,3940,0.64,0.04,-18.31,-0.30,-4.15,39.40,-3.99,-2.12,66.58,2.19,1.21,-0.46
2,1,-172,-113,-515,3916,0.58,0.04,-17.53,-1.13,-5.15,39.16,-3.99,-2.11,66.65,2.44,1.36,-1.19
-2,2,-154,-87,-480,3884,0.51,0.05,-16.72,-0.87,-4.80,38.84,-4.00,-2.10,66.72,2.54,1.33,-1.51
4,5,-79,-26,-426,3888,0.49,0.07,-15.53,-0.26,-4.26,38.88,-4.01,-2.09,66.78,2.43,1.26,-2.37
3,7,-65,-19,-408,3901,0.46,0.11,-14.37,-0.19,-4.08,39.01,-4.02,-2.08,66.84,2.47,1.20,-2.72
-1,-4,-68,-118,-313,3906,0.40,0.07,-13.35,-1.18,-3.13,39.06,-4.02,-2.07,66.89,2.56,1.43,-2.89
2,-5,-75,-134,-268,3892,0.38,0.04,-12.47,-1.34,-2.68,38.92,-4.01,-2.05,66.94,2.50,1.45,-3.01
10,-2,-124,-61,-233,3940,0.40,0.02,-11.98,-0.61,-2.33,39.40,-4.00,-2.04,66.99,2.33,1.38,-2.69
8,-3,-170,-76,-269,3887,0.41,-0.00,-11.82,-0.76,-2.69,38.87,-4.00,-2.02,67.04,2.37,1.40,-2.33
-1,-6,-256,-70,-268,3925,0.36,-0.04,-12.20,-0.70,-2.68,39.25,-4.00,-2.01,67.09,2.56,1.46,-1.54
1,-6,-265,-75,-256,3949,0.33,-0.07,-12.60,-0.75,-2.56,39.49,-3.99,-1.99,67.14,2.52,1.46,-1.39
18,13,-280,18,-346,3826,0.41,0.02,-13.04,0.18,-3.46,38.26,-4.00,-1.98,67.19,2.16,1.04,-1.18
4,-10,-285,-32,-377,3903,0.39,-0.05,-13.48,-0.32,-3.77,39.03,-4.01,-1.97,67.24,2.46,1.52,-1.06
-7,-8,-268,33,-466,3954,0.31,-0.09,-13.76,0.33,-4.66,39.54,-4.02,-1.96,67.30,2.71,1.48,-1.16
-1,-1,-264,4,-426,3991,0.27,-0.09,-14.00,0.04,-4.26,39.91,-4.03,-1.96,67.35,2.61,1.34,-1.15
