gyroADC_X,gyroADC_Y,gyroADC_Z,accADC_X,accADC_Y,accADC_Z,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,roll_IMU,pitch_IMU,yaw_IMU,roll_PID,pitch_PID,yaw_PID
0,18,-7,-21,-386,3908,0.05,0.44,-0.49,-0.21,-3.86,39.08,-5.11,0.25,17.38,3.36,-0.65,-2.89
1,18,16,19,-333,3947,0.05,0.51,-0.34,0.19,-3.33,39.47,-5.10,0.23,17.38,3.33,-0.66,-4.73
10,23,5,14,-304,3881,0.11,0.59,-0.28,0.14,-3.04,38.81,-5.08,0.22,17.38,3.12,-0.78,-3.76
4,27,5,34,-289,3972,0.12,0.70,-0.22,0.34,-2.89,39.72,-5.07,0.22,17.38,3.23,-0.88,-3.71
8,31,2,-26,-294,3970,0.16,0.82,-0.19,-0.26,-2.94,39.70,-5.05,0.22,17.38,3.13,-1.00,-3.43
9,30,-4,-23,-286,3919,0.20,0.92,-0.19,-0.23,-2.86,39.19,-5.03,0.23,17.38,3.08,-1.01,-2.93
7,20,-25,-68,-313,3864,0.22,0.95,-0.33,-0.68,-3.13,38.64,-5.02,0.25,17.38,3.11,-0.83,-1.25
7,21,-26,-77,-359,3910,0.24,0.98,-0.45,-0.77,-3.59,39.10,-5.02,0.27,17.39,3.11,-0.87,-1.26
5,11,-24,-34,-394,3885,0.25,0.95,-0.55,-0.34,-3.94,38.85,-5.04,0.28,17.39,3.16,-0.67,-1.50
3,6,-14,-22,-401,3893,0.24,0.89,-0.58,-0.22,-4.01,38.93,-5.06,0.28,17.39,3.21,-0.55,-2.37
1,0,-7,-12,-341,3898,0.22,0.80,-0.57,-0.12,-3.41,38.98,-5.05,0.27,17.39,3.25,-0.40,-2.95
0,-4,-7,-18,-352,3878,0.20,0.70,-0.55,-0.18,-3.52,38.78,-5.07,0.27,17.40,3.29,-0.29,-2.94
0,-8,-7,-31,-368,3901,0.18,0.58,-0.54,-0.31,-3.68,39.01,-5.08,0.28,17.40,3.30,-0.18,-2.93
-1,-10,-8,-39,-368,3890,0.16,0.46,-0.54,-0.39,-3.68,38.90,-5.09,0.30,17.40,3.34,-0.12,-2.84
0,-12,-4,-79,-302,3929,0.14,0.34,-0.51,-0.79,-3.02,39.29,-5.08,0.31,17.40,3.32,-0.06,-3.16
0,-13,-1,-50,-322,3936,0.13,0.23,-0.46,-0.50,-3.22,39.36,-5.07,0.33,17.41,3.31,-0.01,-3.38
-1,-8,-14,-14,-333,3935,0.11,0.16,-0.50,-0.14,-3.33,39.35,-5.05,0.32,17.41,3.33,-0.09,-2.31
-2,-7,-15,-2,-338,3931,0.09,0.10,-0.54,-0.02,-3.38,39.31,-5.04,0.30,17.41,3.35,-0.08,-2.26
0,-2,-10,30,-347,3907,0.08,0.08,-0.55,0.30,-3.47,39.07,-5.04,0.28,17.41,3.31,-0.17,-2.69
1,-2,-8,13,-335,3905,0.08,0.06,-0.54,0.13,-3.35,39.05,-5.04,0.27,17.41,3.28,-0.15,-2.85
